Question,Answer
위기에 처한 청소년이 복귀를 원할 때 어떤 프로그램이 도움이 될까요?,"청소년상담복지센터를 통해 가정, 학교 및 사회로의 안전한 복귀를 돕는 서비스를 받을 수 있습니다. 이와 관련한 제도는 지역사회 청소년 통합지원체계(청소년안전망)입니다. 참고해주세요."
"18살 때부터 사회에 혼자 나와 살고 있는데, 도움을 받을 수 있는 곳이 어디인가요?",청소년상담복지센터에서 자립 지원 서비스를 포함한 상담 및 맞춤형 프로그램을 이용할 수 있습니다. 이와 관련한 제도는 지역사회 청소년 통합지원체계(청소년안전망)입니다. 참고해주세요.
친한 친구가 집을 나와서 막막해하고 있어요. 어떻게 조언을 해줘야 할까요?,친구에게 청소년전화 1388에 전화하거나 www.cyber1388.kr에서 온라인 상담을 통해 도움을 받을 수 있음을 알려줄 수 있습니다. 이와 관련한 제도는 지역사회 청소년 통합지원체계(청소년안전망)입니다. 참고해주세요.
"만약 제가 다문화가정 청소년이라면, 한국어 교육은 어디서 받을 수 있나요?",9~24세 다문화가정 청소년은 전국에 있는 26개 레인보우스쿨에서 한국어 교육을 받으실 수 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
"북한에서 왔다면, 저 같은 청소년을 위한 특별한 프로그램이 있나요?",북한이탈청소년을 위해 비교문화 체험학습과 다양한 사회적응 교육 프로그램이 마련되어 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
외국에서 온 청소년들은 어떻게 상담 서비스를 받을 수 있나요?,"대면, 비대면, 온라인 등 다양한 방식으로 상담 서비스를 받으실 수 있고, 필요한 경우 상담통역지원사의 도움을 받을 수 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요."
레인보우스쿨 입학을 원한다면 어떻게 신청해야 하나요?,이주배경청소년지원재단에 전화 또는 방문을 통해 신청하실 수 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
이주배경청소년의 한국 생활 정착을 돕는 지원이 궁금합니다.,이주배경청소년이 한국에서의 생활에 잘 적응할 수 있도록 사회적응 프로그램을 비롯하여 상담 서비스가 제공됩니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
진로교육과 자격증 교육도 이주배경청소년을 위해 제공되나요?,"네, 레인보우스쿨에서는 진로교육과 더불어 자격증 교육을 제공하여 이주배경청소년의 미래와 취업에 도움을 줍니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요."
이주배경청소년 상담신청은 어떻게 해야 하나요?,상담은 이주배경청소년지원재단 누리집을 통한 온라인 신청이나 기관의 의뢰서 발송을 통해 신청하실 수 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
우리 지역에 레인보우스쿨이 있는지 어떻게 알 수 있나요?,"이주배경청소년지원재단에 문의하시면, 근처에 있는 레인보우스쿨을 안내받으실 수 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요."
레인보우스쿨에서 다루는 자격증 과정에는 어떤 것이 있나요?,레인보우스쿨에서는 이주배경청소년의 진로에 따라 다양한 자격증 교육 과정을 제공하고 있습니다. 구체적인 교육 내용은 해당 기관에 문의하시면 됩니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
"사회적응을 평가하는 온라인 검사를 받고 싶어요, 어떻게 신청하죠?",이주배경청소년의 사회적응 상태를 평가할 수 있는 온라인 검사는 이주배경청소년지원재단의 지원을 통해 신청하실 수 있습니다. 이와 관련한 제도는 이주배경청소년 지원입니다. 참고해주세요.
대학교 3학년 재학 중인데 중소기업 취직을 목표로 장학금을 받을 수 있는 프로그램이 있나요?,"중소기업 취업 장려를 위한 희망사다리Ⅰ유형 장학사업이 있습니다. 일반대는 3학년 이상, 전문대는 2학년 이상인 학부생이 지원 대상입니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
"전문대학교 2학년인데, 중소기업 취업을 위해 장학금을 받고 싶어요. 어디서 신청할 수 있나요?",한국장학재단의 누리집을 통해 중소기업 취업연계 장학사업에 신청하실 수 있습니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요.
중소기업 취업연계 장학사업 지원 자격에 성적 기준도 있나요?,"네, 지원하기 위해서는 직전학기에 대학별 최소 이수학점 이상을 이수하고, 직전 학기 성적이 100점 만점에 70점 이상이어야 합니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
중소기업 취업을 준비하며 장학금을 지원받으려 하는데 등록금 외에 추가 지원이 있나요?,"해당 장학사업은 학기당 200만 원의 취·창업지원금을 제공하며, 직무기초교육을 이수하지 않은 경우 해당 학기 지원금을 반환해야 합니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
계약학과 학생도 중소기업 취업연계 장학사업 신청이 가능한가요?,"계약학과 학생은 지원 대상에서 제외되지만, 조기취업형 계약학과는 1학년 학생에 한해 신청이 가능합니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
"원격대학에 다니고 있는데, 중소기업 취업 쪽으로 장학금을 받을 수 있을까요?","죄송하지만, 원격대학생은 중소기업 취업연계 장학사업의 지원 대상에서 제외됩니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
희망사다리Ⅰ유형 장학사업 신청 시 필요한 성적 기준이 정해져 있나요?,"네, 신청하려면 직전 학기에 대학에서 정한 최소 이수학점을 채우고, 성적이 100점 만점에 70점 이상이어야 합니다. 대학 내에서 최소 이수학점 기준이 설정되어 있지 않은 경우에는 12학점을 기준으로 적용합니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
"중소기업 취업 지원을 위한 장학금이 있다고 들었는데, 어떤 지원을 받을 수 있나요?","해당 장학사업을 통해 등록금 전액 및 학기당 200만 원의 취·창업지원금을 지원받을 수 있습니다. 단, 직무기초교육 이수 여부에 따라 지원금 반환 조치가 있을 수 있습니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
한국장학재단에 문의하고 싶은데 연락처를 알려주세요.,"한국장학재단에는 ☎1800-0499으로 문의할 수 있으며, 누리집 주소는 https://www.kosaf.go.kr입니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
대학 내 계약학과가 무엇인지 궁금해요. 장학금 지원에서 어떻게 다르게 적용되나요?,"계약학과는 특정 기업이나 산업체와 대학이 협약을 맺고 진행하는 학과를 말합니다. 일반적으로 계약학과 학생은 중소기업 취업연계 장학사업에서 지원 대상에서 제외되나, 조기취업형 계약학과인 경우 1학년에 한하여 신청할 수 있습니다. 이와 관련한 제도는 중소기업 취업연계 장학사업(희망사다리Ⅰ유형)입니다. 참고해주세요."
청소년 활동을 지도하는데 필요한 교육훈련은 어디에서 받을 수 있나요?,지역 내 청소년지도자를 대상으로 하는 맞춤형 직무교육 및 정책사업 직무교육은 지방 청소년활동진흥센터에서 받을 수 있습니다. 각 센터는 청소년지도자교육훈련을 통해 역량개발을 지원하고 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요.
"학교동아리 활동을 진행하고 싶은데, 어떤 지원을 받을 수 있나요?",학교 단체 및 동아리활동을 위해서는 지방 청소년활동진흥센터에 문의하여 청소년활동 프로그램 개발 및 보급에 대한 지원을 받을 수 있습니다. 센터에서는 다양한 청소년활동기관운영 지원을 제공하고 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요.
"최근 청소년 관련 정책이 개발되고 있는 것으로 들었는데, 어디서 해당 정보를 얻을 수 있나요?",청소년 관련 정책의 개발 및 제도화에 대한 정보는 지방 청소년활동진흥센터에서 제공받을 수 있습니다. 정책개발 및 실태조사 결과 등을 통해 청소년활동의 최신 동향을 파악할 수 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요.
청소년 자원봉사 활동에 대한 정보가 필요해요. 어디서 찾을 수 있나요?,청소년 자원봉사 활동에 대한 정보는 각 지방 청소년활동진흥센터의 청소년정보자원관리및서비스 부문에서 제공하는 청소년활동 정보서비스를 통해 확인할 수 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요.
"청소년 축제나 교류 프로그램을 주최하고 싶은데, 어떤 지원이 가능한가요?",청소년 축제나 국내외 교류 프로그램을 주최하려면 지방 청소년활동진흥센터에 문의하여 시·도 정책사업 실행지원을 받을 수 있습니다. 여러 종류의 지원사업이 준비되어 있으니 적극적으로 이용해 보세요. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요.
청소년 수련시설을 평가받는 과정에서 지원받을 수 있는 서비스는 무엇인가요?,"청소년 수련시설 평가에 대한 지원은 지방 청소년활동진흥센터에서 제공합니다. 설명회, 사후관리, 만족도 조사 등 다양한 지원을 통해 평가 과정을 도울 수 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요."
청소년활동의 안전 관련 지원은 어떻게 받을 수 있나요?,"청소년활동의 안전과 관련된 지원은 지방 청소년활동진흥센터의 청소년활동정책개발 및 실행 지원 영역에서 제공받을 수 있습니다. 안전교육, 정보 홍보 등 다양한 지원 프로그램이 마련되어 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요."
청소년활동 인지도 개선을 위해 어떤 프로그램이나 캠페인이 있는지 알고 싶습니다.,청소년활동 인지도를 개선하기 위한 홍보 프로그램 및 캠페인의 정보는 지방 청소년활동진흥센터에서 제공하는 서비스를 통해 얻을 수 있습니다. 각 센터는 청소년활동 인지도 제고를 위해 활동을 추진하고 있습니다. 이와 관련한 제도는 지방 청소년활동진흥센터 운영입니다. 참고해주세요.
